"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type"
"3069",7.2,0.4,0.49,1.1,48,11,138,0.9929,3.01,0.42,9.3,"medium","w"
"3070",7.6,0.52,0.49,14,34,37,156,0.9958,3.14,0.38,11.8,"good","w"
"3071",7.8,0.43,0.49,13,33,37,158,0.9955,3.14,0.35,11.3,"medium","w"
"3072",7.8,0.21,0.49,1.35,52,6,48,0.9911,3.15,0.28,11.4,"medium","w"
"3073",7,0.2,0.49,5.9,38,39,128,0.9938,3.21,0.48,10.8,"medium","w"
"3074",6.9,0.25,0.24,3.6,57,13,85,0.9942,2.99,0.48,9.5,"poor","w"
"3075",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,"medium","w"
"3076",7.1,0.85,0.49,8.7,28,40,184,0.9962,3.22,0.36,10.7,"medium","w"
"3077",7.6,0.51,0.24,1.2,0.04,10,104,992,3.05,0.29,10.8,"medium","w"
"3078",7.9,0.22,0.24,4.6,44,39,159,0.9927,2.99,0.28,11.5,"medium","w"
"3079",7.7,0.16,0.49,2,56,20,124,0.9948,3.32,0.49,10.7,"medium","w"
"3080",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,"medium","w"
"3081",6.6,0.25,0.24,1.7,48,26,124,0.9942,3.37,0.6,10.1,"medium","w"
"3082",6.7,0.16,0.49,2.4,46,57,187,0.9952,3.62,0.81,10.4,"medium","w"
"3083",6.9,0.25,0.24,3.6,57,13,85,0.9942,2.99,0.48,9.5,"poor","w"
"3084",7.5,0.32,0.24,4.6,53,8,134,0.9958,3.14,0.5,9.1,"poor","w"
"3085",7.4,0.28,0.49,1.5,34,20,126,0.9918,2.98,0.39,10.6,"medium","w"
"3086",6.2,0.15,0.49,0.9,33,17,51,0.9932,3.3,0.7,9.4,"medium","w"
"3087",6.7,0.25,0.74,19.4,54,44,169,1.0004,3.51,0.45,9.8,"medium","w"
"3088",6.5,0.26,0.74,13.3,44,68,224,0.9972,3.18,0.54,9.5,"medium","w"
"3089",7.9,0.16,0.74,17.85,37,52,187,0.9998,2.99,0.41,9.3,"medium","w"
"3090",5.6,185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,"medium","w"
"3091",7.5,0.2,0.49,1.3,31,8,97,0.9918,3.06,0.62,11.1,"medium","w"
"3092",8,0.3,0.49,9.4,46,47,188,0.9964,3.14,0.48,10,"medium","w"
"3093",8,0.34,0.49,9,33,39,180,0.9936,3.13,0.38,12.3,"good","w"
"3094",7.7,0.35,0.49,8.65,33,42,186,0.9931,3.14,0.38,12.4,"good","w"
"3095",7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,"good","w"
"3096",6.7,0.62,0.24,1.1,39,6,62,0.9934,3.41,0.32,10.4,"medium","w"
"3097",6.8,0.27,0.49,1.2,44,35,126,0.99,3.13,0.48,12.1,"good","w"
"3098",7.7,0.27,0.49,1.8,41,23,86,0.9914,3.16,0.42,12.5,"medium","w"
"3099",6.7,0.51,0.24,2.1,43,14,155,0.9904,3.22,0.6,13,"medium","w"
"3100",7.4,0.19,0.49,9.3,0.03,26,132,994,2.99,0.32,11,"good","w"
"3101",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"medium","w"
"3102",6.6,0.3,0.24,1.2,34,17,121,0.9933,3.13,0.36,9.2,"medium","w"
"3103",6.8,0.36,0.24,4.6,39,24,124,0.9909,3.27,0.34,12.6,"good","w"
"3104",7,0.17,0.74,12.8,45,24,126,0.9942,3.26,0.38,12.2,"good","w"
"3105",9.2,0.18,0.49,1.5,41,39,130,0.9945,3.04,0.49,9.8,"good","w"
"3106",8.1,0.2,0.49,8.1,51,51,205,0.9954,3.1,0.52,11,"medium","w"
"3107",7.8,0.26,0.74,7.5,44,59,160,996,3.22,0.64,10,"medium","w"
"3108",6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,"medium","w"
"3109",7.9,0.2,0.49,1.6,53,15,144,993,3.16,0.47,10.5,"medium","w"
"3110",8,0.18,0.49,1.8,61,10,145,0.9942,3.23,0.48,10,"medium","w"
"3111",8.8,0.23,0.74,3.2,42,15,126,0.9934,3.02,0.51,11.2,"medium","w"
"3112",7.3,0.22,0.49,9.4,34,29,134,0.9939,2.99,0.32,11,"good","w"
"3113",7.3,0.22,0.49,9.9,31,48,161,0.9937,3.01,0.28,11.2,"medium","w"
"3114",7.4,0.19,0.49,9.3,0.03,26,132,994,2.99,0.32,11,"good","w"
"3115",7.3,155,0.49,1.3,39,34,136,0.9926,3.14,0.77,10.5,"medium","w"
"3116",8.2,0.22,0.49,9.6,37,53,154,0.9951,3.02,0.33,10.6,"medium","w"
"3117",8.2,0.24,0.49,9.3,38,52,163,0.9952,3.02,0.33,10.6,"medium","w"
"3118",8.4,0.23,0.49,7.8,35,22,95,0.9935,3.04,0.34,12,"medium","w"
"3119",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"medium","w"
"3120",8.3,0.2,0.49,1.7,38,38,167,0.9939,3.05,0.37,10.1,"medium","w"
"3121",6.6,0.3,0.24,1.2,34,17,121,0.9933,3.13,0.36,9.2,"medium","w"
"3122",6.9,0.21,0.49,1.4,41,15,164,0.9927,3.25,0.63,11,"medium","w"
"3123",8,0.25,0.49,9,44,31,185,998,3.34,0.49,10,"medium","w"
"3124",6.6,0.21,0.49,18.15,42,41,158,0.9997,3.28,0.39,8.7,"medium","w"
"3125",7.2,0.27,0.74,12.5,37,47,156,0.9981,3.04,0.44,8.7,"medium","w"
"3126",14.2,0.27,0.49,1.1,37,33,156,992,3.15,0.54,11.1,"medium","w"
"3127",7.9,0.28,0.49,7.7,45,48,195,0.9954,3.04,0.55,11,"medium","w"
"3128",7.4,0.27,0.49,1.1,37,33,156,992,3.15,0.54,11.1,"medium","w"
"3129",6.6,0.21,0.49,18.15,42,41,158,0.9997,3.28,0.39,8.7,"medium","w"
"3130",7.2,0.27,0.74,12.5,37,47,156,0.9981,3.04,0.44,8.7,"medium","w"
"3131",8.1,0.3,0.49,8.1,37,26,174,0.9943,3.1,0.3,11.2,"good","w"
"3132",7.5,0.23,0.49,7.7,49,61,209,0.9941,3.14,0.3,11.1,"good","w"
"3133",7.3,0.26,0.49,5,28,32,107,0.9936,3.24,0.54,10.8,"medium","w"
"3134",7.1,0.18,0.74,15.6,44,44,176,0.9996,3.38,0.67,9,"medium","w"
"3135",8.5,0.15,0.49,1.5,31,17,122,0.9932,3.03,0.4,10.3,"medium","w"
"3136",8.9,0.13,0.49,1,28,6,24,0.9926,2.91,0.32,9.9,"medium","w"
"3137",8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,"medium","w"
"3138",6,0.17,0.49,1,34,26,106,992,3.21,0.42,9.8,"medium","w"
"3139",7.3,0.26,0.49,5,28,32,107,0.9936,3.24,0.54,10.8,"medium","w"
"3140",7.1,0.18,0.74,15.6,44,44,176,0.9996,3.38,0.67,9,"medium","w"
"3141",7.1,0.53,0.24,0.8,29,29,86,993,3.16,0.32,9.1,"poor","w"
"3142",7.2,0.16,0.49,1.3,37,27,104,0.9924,3.23,0.57,10.6,"medium","w"
"3143",7.3,0.14,0.49,1.1,38,28,99,0.9928,3.2,0.72,10.6,"medium","w"
"3144",8.9,0.13,0.49,1,28,6,24,0.9926,2.91,0.32,9.9,"medium","w"
"3145",7.9,0.12,0.49,5.2,49,33,152,0.9952,3.18,0.47,10.6,"medium","w"
"3146",6.7,0.29,0.49,4.7,34,35,156,0.9945,3.13,0.45,9.9,"medium","w"
"3147",6.7,0.3,0.49,4.8,34,36,158,0.9945,3.12,0.45,9.9,"medium","w"
"3148",7.1,0.36,0.24,1.8,25,32,102,0.9903,3.34,0.59,12.8,"medium","w"
"3149",8.5,0.15,0.49,1.5,31,17,122,0.9932,3.03,0.4,10.3,"medium","w"
"3150",7.9,0.18,0.49,5.2,51,36,157,0.9953,3.18,0.48,10.6,"medium","w"
"3151",6.6,0.19,0.99,1.2,122,45,129,0.9936,3.09,0.31,8.7,"medium","w"
"3152",7.3,0.21,0.49,1.8,38,44,152,0.9912,3.32,0.44,12.6,"good","w"
"3153",6.9,0.3,0.49,7.6,57,25,156,0.9962,3.43,0.63,11,"good","w"
"3154",7.9,0.42,0.49,8.2,56,32,164,0.9965,3.29,0.6,11.2,"good","w"
"3155",6.9,0.24,0.49,1.3,32,35,148,0.9932,3.45,0.57,10.7,"good","w"
"3156",7.6,0.23,0.49,10,36,45,182,0.9967,3.08,0.58,9.6,"medium","w"
"3157",7.9,0.18,0.49,5.2,51,36,157,0.9953,3.18,0.48,10.6,"medium","w"
"3158",6.2,0.43,0.49,6.4,45,12,115,0.9963,3.27,0.57,9,"poor","w"
"3159",8.8,0.35,0.49,1,36,14,56,992,2.96,0.33,10.5,"poor","w"
"3160",7.8,0.3,0.74,1.8,33,33,156,991,3.29,0.52,12.8,"medium","w"
"3161",9.1,0.28,0.49,2,59,10,112,0.9958,3.15,0.46,10.1,"medium","w"
"3162",7.1,0.34,0.49,1.5,27,26,126,0.99,3.3,0.33,12.2,"good","w"
"3163",7.8,0.3,0.74,1.8,33,33,156,991,3.29,0.52,12.8,"medium","w"
"3164",9.1,0.28,0.49,2,59,10,112,0.9958,3.15,0.46,10.1,"medium","w"
"3165",8.5,0.19,0.49,3.5,44,29,117,0.9938,3.14,0.51,10.1,"medium","w"
"3166",7.6,0.18,0.49,18.05,46,36,158,0.9996,3.06,0.41,9.2,"medium","w"
"3167",7.5,0.19,0.49,1.8,55,19,110,0.9946,3.33,0.44,9.9,"medium","w"
"3168",7.4,0.3,0.49,8.2,55,49,188,0.9974,3.52,0.58,9.7,"medium","w"
"3169",6.7,0.3,0.74,5,38,35,157,0.9945,3.21,0.46,9.9,"medium","w"
"3170",6.6,0.3,0.74,4.6,41,36,159,0.9946,3.21,0.45,9.9,"medium","w"
"3171",7.4,0.3,0.49,8.2,55,49,188,0.9974,3.52,0.58,9.7,"medium","w"
"3172",6.9,0.22,0.49,7,63,50,168,0.9957,3.54,0.5,10.3,"medium","w"
"3173",7.8,0.26,0.49,3.1,45,21,116,0.9931,3.16,0.35,10.3,"medium","w"
"3174",8.5,0.17,0.49,8.8,48,23,108,0.9947,2.88,0.34,10.5,"poor","w"
"3175",6.8,0.17,0.74,2.4,53,61,182,0.9953,3.63,0.76,10.5,"medium","w"
"3176",6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,"medium","w"
"3177",7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,"poor","w"
"3178",6.4,0.18,0.74,11.9,46,54,168,0.9978,3.58,0.68,10.1,"medium","w"
"3179",7.6,0.31,0.49,13.4,62,50,191,0.9989,3.22,0.53,9,"poor","w"
"3180",9.8,0.31,0.49,15.4,46,13,119,1.0004,3.18,0.45,9.5,"medium","w"
"3181",9,0.3,0.49,7.2,39,32,84,0.9938,2.94,0.32,11.5,"medium","w"
"3182",8.4,0.24,0.49,7.4,39,46,108,0.9934,3.03,0.33,11.9,"good","w"
"3183",6.4,0.18,0.74,11.9,46,54,168,0.9978,3.58,0.68,10.1,"medium","w"
"3184",6.4,0.25,0.74,7.8,45,52,209,0.9956,3.21,0.42,9.2,"medium","w"
"3185",7.3,0.3,0.74,13.5,39,46,165,0.9982,3.02,0.4,8.7,"medium","w"
"3186",9.3,0.31,0.49,1.3,42,34,147,0.9948,3.11,0.46,9.8,"medium","w"
"3187",6.4,0.25,0.74,7.8,45,52,209,0.9956,3.21,0.42,9.2,"medium","w"
"3188",7.3,0.3,0.74,13.5,39,46,165,0.9982,3.02,0.4,8.7,"medium","w"
"3189",7,0.27,0.74,1.5,36,27,122,0.9926,3.35,0.48,11.2,"medium","w"
"3190",7.9,0.14,0.74,1.2,28,30,165,991,3.08,0.82,12.3,"medium","w"
"3191",6.4,0.12,0.49,6.4,42,49,161,0.9945,3.34,0.44,10.4,"medium","w"
"3192",6.8,0.21,0.74,1.2,47,25,111,0.9916,3.13,0.41,10.7,"medium","w"
"3193",8.6,0.16,0.49,7.3,43,9,63,0.9953,3.13,0.59,10.5,"medium","w"
"3194",7,0.29,0.49,3.8,47,37,136,0.9938,2.95,0.4,9.4,"medium","w"
"3195",6.4,0.27,0.49,7.3,46,53,206,0.9956,3.24,0.43,9.2,"medium","w"
"3196",6.6,0.55,0.01,2.7,34,56,122,0.9906,3.15,0.3,11.9,"medium","w"
"3197",6.4,0.27,0.49,7.3,46,53,206,0.9956,3.24,0.43,9.2,"medium","w"
"3198",6.3,0.24,0.74,1.4,172,24,108,0.9932,3.27,0.39,9.9,"medium","w"
"3199",6.7,0.33,0.49,1.6,167,20,94,0.9914,3.11,0.5,11.4,"medium","w"
"3200",7,0.29,0.49,3.8,47,37,136,0.9938,2.95,0.4,9.4,"medium","w"
"3201",8.2,0.34,0.49,8,46,55,223,996,3.08,0.52,10.7,"medium","w"
"3202",5.6,0.39,0.24,4.7,34,27,77,0.9906,3.28,0.36,12.7,"medium","w"
"3203",5.6,0.41,0.24,1.9,34,10,53,0.98815,3.32,0.5,13.5,"good","w"
"3204",6.7,0.41,0.01,2.8,48,39,137,0.9942,3.24,0.35,9.5,"medium","w"
"3205",7.1,0.26,0.49,2.2,32,31,113,0.9903,3.37,0.42,12.9,"good","w"
"3206",7.5,0.32,0.49,1.7,31,44,109,0.9906,3.07,0.46,12.5,"medium","w"
"3207",5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,"good","w"
"3208",6.9,0.27,0.49,23.5,57,59,235,1.0024,2.98,0.47,8.6,"medium","w"
"3209",8.1,0.2,0.49,11.8,48,46,212,0.9968,3.09,0.46,10,"good","w"
"3210",7.5,0.32,0.49,1.7,31,44,109,0.9906,3.07,0.46,12.5,"medium","w"
"3211",8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,"medium","w"
"3212",7.8,0.26,0.49,3.2,27,28,87,0.9919,3.03,0.32,11.3,"good","w"
"3213",8,0.14,0.49,1.5,35,42,120,0.9928,3.26,0.4,10.6,"good","w"
"3214",8,0.29,0.49,11.7,35,40,131,0.9958,3.14,0.34,10.8,"medium","w"
"3215",7.5,0.19,0.49,1.6,47,42,140,0.9932,3.4,0.47,10.7,"medium","w"
"3216",6.9,0.34,0.49,7.3,45,61,206,0.9957,3.09,0.4,9,"medium","w"
"3217",6.2,0.2,0.49,1.6,65,17,143,0.9937,3.22,0.52,9.2,"medium","w"
"3218",6.4,0.37,0.49,13.3,45,53,243,0.9982,3.14,0.48,8.5,"medium","w"
"3219",6.2,0.22,0.49,6,29,31,128,0.9928,3.41,0.36,11.3,"good","w"
"3220",7.8,0.26,0.49,3.2,27,28,87,0.9919,3.03,0.32,11.3,"good","w"
"3221",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,"medium","w"
"3222",6.5,0.44,0.49,7.7,45,16,169,0.9957,3.11,0.37,8.7,"medium","w"
"3223",7,0.14,0.49,5.9,53,22,118,0.9954,3.36,0.36,9.4,"medium","w"
"3224",9,0.17,0.49,1,39,46,131,993,3.09,0.51,10.5,"good","w"
"3225",6.4,0.26,0.49,6.4,37,37,161,0.9954,3.38,0.53,9.7,"medium","w"
"3226",9,0.22,0.49,10.4,48,52,195,0.9987,3.31,0.44,10.2,"medium","w"
"3227",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,"medium","w"
"3228",8.2,0.2,0.49,3.5,57,14,108,0.9928,3.19,0.35,11.5,"medium","w"
"3229",7.8,0.15,0.24,7.7,47,21,98,0.9951,2.94,0.31,9.6,"medium","w"
"3230",6.9,0.25,0.24,1.8,53,6,121,993,3.23,0.7,11.4,"medium","w"
"3231",8.2,0.2,0.49,3.5,57,14,108,0.9928,3.19,0.35,11.5,"medium","w"
"3232",7.1,0.28,0.49,6.5,41,28,111,0.9926,3.41,0.58,12.2,"good","w"
"3233",7.4,0.19,0.49,6.7,37,15,110,0.9938,3.2,0.38,11,"good","w"
"3234",8.3,0.25,0.49,16.8,48,50,228,1.0001,3.03,0.52,9.2,"medium","w"
"3235",7.5,0.14,0.74,1.6,35,21,126,0.9933,3.26,0.45,10.2,"medium","w"
"3236",7.8,0.49,0.49,7,43,29,149,0.9952,3.21,0.33,10,"medium","w"
"3237",8.1,0.12,0.49,1.2,42,43,160,0.9934,3.13,0.48,9.7,"medium","w"
"3238",7.6,0.47,0.49,13,239,42,220,0.9988,2.96,0.51,9.2,"medium","w"
"3239",7.9,0.22,0.49,3.8,42,26,105,993,3.1,0.39,10.5,"medium","w"
"3240",7.8,0.49,0.49,7,43,29,149,0.9952,3.21,0.33,10,"medium","w"
"3241",6.4,0.22,0.49,7.5,54,42,151,0.9948,3.27,0.52,10.1,"medium","w"
"3242",7.3,0.19,0.49,15.55,58,50,134,0.9998,3.42,0.36,9.1,"good","w"
"3243",8.1,0.3,0.49,12.3,49,50,144,0.9971,3.09,0.57,10.2,"good","w"
"3244",7.3,0.19,0.49,15.55,58,50,134,0.9998,3.42,0.36,9.1,"good","w"
"3245",7.5,0.24,0.49,9.4,48,50,149,0.9962,3.17,0.59,10.5,"good","w"
"3246",6.4,0.22,0.49,7.5,54,42,151,0.9948,3.27,0.52,10.1,"medium","w"
"3247",7.8,0.21,0.49,1.2,36,20,99,0.99,3.05,0.28,12.1,"good","w"
"3248",7.1,0.3,0.49,1.6,45,31,100,0.9942,3.4,0.59,10.2,"medium","w"
"3249",6.9,0.26,0.49,1.6,58,39,166,0.9965,3.65,0.52,9.4,"poor","w"
"3250",7.6,0.31,0.49,3.95,44,27,131,0.9912,3.08,0.67,12.8,"good","w"
"3251",6.4,0.42,0.74,12.8,76,48,209,0.9978,3.12,0.58,9,"medium","w"
"3252",8.2,0.29,0.49,1,44,29,118,0.9928,3.24,0.36,10.9,"poor","w"
"3253",7.9,0.33,0.28,31.6,53,35,176,1.0103,3.15,0.38,8.8,"medium","w"
"3254",6.6,0.46,0.49,7.4,52,19,184,0.9956,3.11,0.38,9,"medium","w"
"3255",7.8,0.28,0.49,1.3,46,27,142,0.9936,3.09,0.59,10.2,"medium","w"
"3256",5.8,0.15,0.49,1.1,48,21,98,0.9929,3.19,0.48,9.2,"medium","w"
"3257",7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,"medium","w"
"3258",6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,"medium","w"
"3259",6.6,325,0.49,7.7,49,53,217,996,3.16,0.4,9.3,"medium","w"
"3260",6.6,0.27,0.49,7.8,49,62,217,0.9959,3.17,0.45,9.4,"medium","w"
"3261",6.7,0.26,0.49,8.3,47,54,191,0.9954,3.23,0.4,10.3,"medium","w"
"3262",6.7,0.21,0.49,1.4,47,30,114,0.9914,2.92,0.42,10.8,"good","w"
"3263",7.9,0.33,0.28,31.6,53,35,176,1.0103,3.15,0.38,8.8,"medium","w"
"3264",8.1,0.28,0.46,15.4,59,32,177,1.0004,3.27,0.58,9,"poor","w"
"3265",6.5,0.13,0.37,1,36,48,114,0.9911,3.41,0.51,11.5,"good","w"
"3266",7.8,445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,"medium","w"
"3267",8.8,0.39,0.34,5.9,55,33,128,0.9927,2.95,0.51,11.8,"medium","w"
"3268",7.9,0.18,0.33,1.2,33,20,72,0.9922,3.12,0.38,10.5,"good","w"
"3269",7.1,0.31,0.38,1.2,36,10,124,0.9924,3.14,0.44,9.9,"medium","w"
"3270",7.8,0.24,0.18,6.7,46,33,160,0.9963,3.2,0.56,9.8,"medium","w"
"3271",7,0.35,0.3,6.5,28,27,87,0.9936,3.4,0.42,11.4,"good","w"
"3272",6.6,0.26,0.31,4.8,138,41,168,0.9951,3.2,0.38,9.3,"medium","w"
"3273",6.6,0.27,0.31,5.3,137,35,163,0.9951,3.2,0.38,9.3,"medium","w"
"3274",6.8,0.22,0.29,8.9,46,82,188,0.9955,3.3,0.44,10.3,"medium","w"
"3275",6.2,0.27,0.32,8.8,47,65,224,0.9961,3.17,0.47,8.9,"medium","w"
"3276",7,0.35,0.3,6.5,28,27,87,0.9936,3.4,0.42,11.4,"good","w"
"3277",7.3,0.23,0.37,1.8,32,60,156,992,3.11,0.35,11.1,"medium","w"
"3278",6.2,0.3,0.2,6.6,45,42,170,0.9944,3.36,0.45,10.4,"medium","w"
"3279",6.4,0.35,0.2,5.7,34,18,117,0.9944,3.33,0.43,10.1,"medium","w"
"3280",7.6,0.32,0.34,18.35,54,44,197,1.0008,3.22,0.55,9,"medium","w"
"3281",6.3,0.31,0.3,10,46,49,212,0.9962,3.74,0.55,11.9,"medium","w"
"3282",7.2,0.25,0.28,14.4,55,55,205,0.9986,3.12,0.38,9,"good","w"
"3283",7.2,0.25,0.28,14.4,55,55,205,0.9986,3.12,0.38,9,"good","w"
"3284",7.3,0.26,0.33,17.85,49,41.5,195,1,3.06,0.44,9.1,"good","w"
"3285",7.2,0.25,0.28,14.4,55,55,205,0.9986,3.12,0.38,9,"good","w"
"3286",7.4,0.26,0.37,9.4,47,42,147,0.9982,3.46,0.72,10,"medium","w"
"3287",7.3,0.26,0.33,17.85,49,41.5,195,1,3.06,0.44,9.1,"good","w"
"3288",6.7,0.25,0.26,1.55,41,118.5,216,0.9949,3.55,0.63,9.4,"poor","w"
"3289",7.1,0.16,0.25,1.3,34,28,123,0.9915,3.27,0.55,11.4,"medium","w"
"3290",9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,"poor","w"
"3291",7.2,0.25,0.28,14.4,55,55,205,0.9986,3.12,0.38,9,"good","w"
"3292",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,"medium","w"
"3293",6.7,265,0.22,8.6,48,54,198,0.9955,3.25,0.41,10.2,"medium","w"
"3294",7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,"medium","w"
"3295",7.2,0.21,0.33,3,36,35,132,0.9928,3.25,0.4,11,"medium","w"
"3296",8.5,0.32,0.36,14.9,41,47,190,0.9982,3.08,0.31,10,"medium","w"
"3297",6.9,0.18,0.3,2,38,39,190,0.9914,3.32,0.37,12.2,"medium","w"
"3298",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,"medium","w"
"3299",6.3,0.26,0.29,2.2,43,35,175,0.9918,3.38,0.43,11.6,"medium","w"
"3300",6.7,0.26,0.3,1.8,43,25,121,0.9944,3.44,0.61,10.2,"medium","w"
"3301",7.9,0.29,0.36,11.1,33,43,208,0.9969,3.14,0.46,10.3,"medium","w"
"3302",6.5,0.27,0.19,4.2,46,6,114,0.9955,3.25,0.35,8.6,"poor","w"
"3303",6.7,0.33,0.42,6.4,58,27,151,0.9954,3.16,0.44,9.6,"medium","w"
"3304",6.7,0.31,0.42,6.4,57,25,148,0.9955,3.16,0.45,9.6,"medium","w"
"3305",6.6,0.25,0.31,1.5,35,32,127,0.9921,3.41,0.47,11.3,"medium","w"
"3306",6.4,0.24,0.22,1.5,38,38,157,0.9934,3.41,0.55,9.9,"medium","w"
"3307",6.8,0.26,0.29,16.95,56,48,179,0.9998,3.45,0.4,9.6,"medium","w"
"3308",7,0.61,0.26,1.7,51,25,161,0.9946,3.36,0.6,10.6,"poor","w"
"3309",6.8,0.22,0.3,13.6,55,50,180,0.9984,3.44,0.39,9.8,"medium","w"
"3310",8.1,0.31,0.24,1.6,32,10,67,0.9924,3.08,0.47,10.5,"medium","w"
"3311",7,0.2,0.3,6.1,37,31,120,0.9939,3.24,0.51,10.8,"medium","w"
"3312",7.9,0.18,0.37,3,61,25,178,995,3.22,0.51,10,"medium","w"
"3313",6.6,0.34,0.27,6.2,59,23,136,0.9957,3.3,0.49,10.1,"medium","w"
"3314",6.8,0.3,0.24,6.6,123,35,116,0.9953,3.07,0.48,9.4,"medium","w"
"3315",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,"good","w"
"3316",7,0.21,0.31,6,46,29,108,0.9939,3.26,0.5,10.8,"medium","w"
"3317",6.8,0.27,0.32,1.5,44,19,142,0.9921,3.1,0.43,9.9,"medium","w"
"3318",9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,"poor","w"
"3319",5.8,0.23,0.27,1.8,43,24,69,0.9933,3.38,0.31,9.4,"medium","w"
"3320",7.6,0.2,0.39,2.6,44,30,180,0.9941,3.46,0.44,10.8,"good","w"
"3321",8.2,0.15,0.48,2.7,52,24,190,995,3.5,0.45,10.9,"good","w"
"3322",7.5,0.4,1,19.5,41,33,148,0.9977,3.24,0.38,12,"medium","w"
"3323",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,"good","w"
"3324",7,0.13,0.3,5,56,31,122,0.9945,3.47,0.42,10.5,"medium","w"
"3325",6.9,0.17,0.22,4.6,64,55,152,0.9952,3.29,0.37,9.3,"medium","w"
"3326",7,0.3,0.32,6.4,34,28,97,0.9924,3.23,0.44,11.8,"medium","w"
"3327",7.6,445,0.44,14.5,45,68,212,0.9986,3.48,0.36,10,"medium","w"
"3328",6.8,0.3,0.24,6.6,123,35,116,0.9953,3.07,0.48,9.4,"medium","w"
"3329",7.5,0.22,0.33,6.7,36,45,138,0.9939,3.2,0.68,11.4,"medium","w"
"3330",9.2,0.23,0.3,1.1,31,40,99,0.9929,2.94,0.3,10.4,"medium","w"
"3331",8.7,0.34,0.46,13.8,55,68,198,0.9988,3.36,0.37,9.5,"medium","w"
"3332",6.6,545,0.04,2.5,31,48,111,0.9906,3.14,0.32,11.9,"medium","w"
"3333",8.1,0.3,0.31,1.1,41,49,123,0.9914,2.99,0.45,11.1,"medium","w"
"3334",6.9,0.16,0.3,9.6,57,50,185,0.9978,3.39,0.38,9.6,"medium","w"
"3335",8,0.32,0.36,4.6,42,56,178,0.9928,3.29,0.47,12,"medium","w"
"3336",6.1,0.22,0.23,3.1,52,15,104,0.9948,3.14,0.42,8.7,"medium","w"
"3337",6.9,0.16,0.3,9.6,57,50,185,0.9978,3.39,0.38,9.6,"medium","w"
"3338",7.5,0.15,0.38,1.8,54,19,101,0.9946,3.24,0.44,10,"medium","w"
"3339",8.4,0.29,0.29,1.05,32,4,55,0.9908,2.91,0.32,11.4,"poor","w"
"3340",6.6,0.37,0.47,6.5,61,23,150,0.9954,3.14,0.45,9.6,"medium","w"
"3341",7.7,0.38,0.4,2,38,28,152,0.9906,3.18,0.32,12.9,"medium","w"
"3342",6.3,0.25,0.23,14.9,39,47,142,0.99705,3.14,0.35,9.7,"medium","w"
"3343",8.3,0.3,0.36,10,42,33,169,0.9982,3.23,0.51,9.3,"medium","w"
"3344",6.6,0.22,0.58,1.1,133,52,136,0.9932,3.1,0.3,9.1,"medium","w"
"3345",6.1,0.34,0.31,12,53,46,238,0.9977,3.16,0.48,8.6,"medium","w"
"3346",7.5,0.22,0.29,4.8,0.05,33,87,994,3.14,0.42,9.9,"medium","w"
"3347",8.3,0.3,0.36,10,42,33,169,0.9982,3.23,0.51,9.3,"medium","w"
"3348",8,0.27,0.24,1.2,44,20,102,0.9929,3.28,0.42,10.9,"medium","w"
"3349",6.1,0.17,0.27,1.5,56,45,135,0.9924,3.2,0.43,10.2,"medium","w"
"3350",7.4,0.18,0.3,10.4,45,44,174,0.9966,3.11,0.57,9.7,"medium","w"
"3351",6.7,0.16,0.28,2.5,46,40,153,0.9921,3.38,0.51,11.4,"good","w"
"3352",6.1,255,0.44,12.3,45,53,197,0.9967,3.24,0.54,9.5,"medium","w"
